,country,experience_ml,age,role_group,gender,salary_avg
2040,3,2,6,3,0,270.14982462478054
2041,2,0,6,2,0,172.7492065931607
2042,0,5,4,0,0,156.15953479311986
2043,10,2,3,0,1,118.09813614437608
2044,5,3,5,2,0,222.8988288144251
2045,0,0,2,1,0,141.71828898488442
2046,3,0,5,3,0,187.2326310891366
2047,1,3,1,1,0,103.06289000048194
2048,1,5,3,2,1,212.00749960243928
2049,13,4,3,1,0,270.14982462478054
2050,8,0,4,0,1,27.02080847004485
2051,0,7,9,1,0,172.7492065931607
2052,0,2,1,2,0,130.7087424308525
2053,7,3,3,0,0,249.33775301859075
2054,1,0,4,0,1,27.02080847004485
2055,1,5,4,0,0,233.04048883648673
2056,0,3,3,2,1,156.15953479311986
2057,1,3,5,1,0,27.02080847004485
2058,1,1,7,0,1,222.8988288144251
2059,6,5,6,1,0,141.71828898488442
2060,4,1,2,0,0,172.7492065931607
2061,5,2,2,1,0,27.02080847004485
2062,2,5,3,0,0,249.33775301859075
2063,13,0,4,1,1,212.00749960243928
2064,1,2,6,0,0,187.2326310891366
2065,2,2,3,2,0,222.8988288144251
2066,7,0,5,2,1,187.2326310891366
2067,4,0,9,2,0,27.02080847004485
2068,0,4,1,1,0,187.2326310891366
2069,2,3,5,2,0,187.2326310891366
2070,6,3,2,2,1,172.7492065931607
2071,4,1,1,1,0,43.10818354904701
2072,1,4,2,0,0,200.19851193256022
2073,19,0,6,2,0,27.02080847004485
2074,4,1,1,0,0,130.7087424308525
2075,0,0,2,3,0,67.95421998648453
2076,1,5,3,0,0,212.00749960243928
2077,1,1,5,1,0,233.04048883648673
2078,9,5,2,0,0,118.09813614437608
2079,2,5,6,0,0,187.2326310891366
2080,0,2,1,0,0,27.02080847004485
2081,10,3,6,2,0,187.2326310891366
2082,4,2,9,3,0,187.2326310891366
2083,5,2,7,0,1,200.19851193256022
2084,0,1,0,1,0,67.95421998648453
2085,1,5,5,0,2,249.33775301859075
2086,6,0,2,0,0,27.02080847004485
2087,3,0,3,0,0,222.8988288144251
2088,6,0,6,2,0,43.10818354904701
2089,7,0,2,3,0,27.02080847004485
2090,9,3,6,1,0,233.04048883648673
2091,15,0,1,0,0,43.10818354904701
2092,9,0,7,2,0,172.7492065931607
2093,14,3,3,1,0,233.04048883648673
2094,0,1,2,1,0,43.10818354904701
2095,10,2,1,1,0,103.06289000048194
2096,0,0,3,3,1,27.02080847004485
2097,5,2,5,0,0,141.71828898488442
2098,4,4,2,0,0,77.73682636782002
2099,8,0,3,2,0,27.02080847004485
2100,0,0,3,0,1,27.02080847004485
2101,0,0,5,2,1,200.19851193256022
2102,2,4,5,1,0,187.2326310891366
2103,0,2,1,1,0,118.09813614437608
2104,3,3,4,0,0,200.19851193256022
2105,4,6,5,2,1,172.7492065931607
2106,3,1,4,0,0,270.14982462478054
2107,0,0,2,2,0,103.06289000048194
2108,2,2,4,2,0,118.09813614437608
2109,6,5,2,0,1,141.71828898488442
2110,9,2,1,1,0,141.71828898488442
2111,0,2,0,0,0,43.10818354904701
2112,0,7,8,2,0,89.16583905874286
2113,0,0,1,2,0,89.16583905874286
2114,2,3,3,0,0,172.7492065931607
2115,0,1,3,1,0,130.7087424308525
2116,1,1,9,3,1,89.16583905874286
2117,3,0,1,3,0,61.283233089426346
2118,5,0,6,3,0,172.7492065931607
2119,0,0,0,1,0,200.19851193256022
2120,1,1,7,3,0,27.02080847004485
2121,0,1,7,2,0,27.02080847004485
2122,10,2,6,0,0,212.00749960243928
2123,3,0,5,1,0,53.32961628929493
2124,8,1,5,3,0,89.16583905874286
2125,4,1,4,1,0,212.00749960243928
2126,11,2,2,0,0,118.09813614437608
2127,0,1,7,1,0,67.95421998648453
2128,1,3,3,0,1,187.2326310891366
2129,5,5,9,0,1,187.2326310891366
2130,17,0,1,1,1,27.02080847004485
2131,7,2,5,1,1,27.02080847004485
2132,9,6,7,2,0,233.04048883648673
2133,0,3,2,2,1,53.32961628929493
2134,7,0,8,2,0,233.04048883648673
2135,3,6,5,0,0,212.00749960243928
2136,16,0,5,2,0,172.7492065931607
2137,18,5,5,0,0,187.2326310891366
2138,4,0,4,2,1,141.71828898488442
2139,10,3,7,2,0,141.71828898488442
2140,4,3,5,0,0,43.10818354904701
2141,4,0,2,0,1,53.32961628929493
2142,5,2,1,1,0,27.02080847004485
2143,9,4,5,0,0,187.2326310891366
2144,17,3,2,1,0,233.04048883648673
2145,0,5,3,0,0,200.19851193256022
2146,2,3,3,1,0,156.15953479311986
2147,2,2,5,1,1,156.15953479311986
2148,5,0,2,1,0,141.71828898488442
2149,5,4,4,0,2,118.09813614437608
2150,1,2,3,3,0,249.33775301859075
2151,0,3,8,0,0,53.32961628929493
2152,6,0,5,3,0,200.19851193256022
2153,3,5,3,0,0,270.14982462478054
2154,11,4,3,0,2,27.02080847004485
2155,1,2,5,2,0,130.7087424308525
2156,3,4,7,2,0,222.8988288144251
2157,19,2,6,1,0,53.32961628929493
2158,17,0,3,0,0,200.19851193256022
2159,1,1,3,0,0,200.19851193256022
2160,10,1,2,1,0,103.06289000048194
2161,4,2,7,0,0,187.2326310891366
2162,2,0,1,1,0,172.7492065931607
2163,1,0,2,0,0,212.00749960243928
2164,2,6,6,0,0,200.19851193256022
2165,12,0,4,2,0,187.2326310891366
2166,7,2,7,1,0,249.33775301859075
2167,10,3,4,1,0,212.00749960243928
2168,17,1,3,0,1,222.8988288144251
2169,8,3,5,1,0,172.7492065931607
2170,8,5,6,2,0,130.7087424308525
2171,14,3,2,0,0,141.71828898488442
2172,4,0,2,0,0,118.09813614437608
2173,8,1,0,1,0,172.7492065931607
2174,15,0,6,0,0,27.02080847004485
2175,4,0,0,0,0,27.02080847004485
2176,4,1,3,0,0,156.15953479311986
2177,4,0,2,1,0,118.09813614437608
2178,0,0,3,1,0,53.32961628929493
2179,4,2,2,2,0,172.7492065931607
2180,4,3,3,0,0,61.283233089426346
2181,7,1,2,0,1,212.00749960243928
2182,0,1,2,1,0,43.10818354904701
2183,3,2,3,0,0,27.02080847004485
2184,5,3,3,2,0,156.15953479311986
2185,10,0,4,1,0,130.7087424308525
2186,3,5,6,0,0,249.33775301859075
2187,3,6,4,1,0,249.33775301859075
2188,3,4,3,0,0,130.7087424308525
2189,4,2,1,0,1,43.10818354904701
2190,0,0,1,0,0,77.73682636782002
2191,18,6,5,0,1,53.32961628929493
2192,8,1,9,0,0,27.02080847004485
2193,1,1,1,0,0,172.7492065931607
2194,0,1,3,3,0,187.2326310891366
2195,3,7,7,0,0,270.14982462478054
2196,1,5,3,0,0,270.14982462478054
2197,3,5,4,0,0,249.33775301859075
2198,4,2,3,2,0,187.2326310891366
2199,12,2,3,0,0,172.7492065931607
2200,12,6,9,2,0,200.19851193256022
2201,9,5,3,1,0,212.00749960243928
2202,3,1,2,0,0,200.19851193256022
2203,5,1,4,2,0,200.19851193256022
