,country,experience_ml,age,role_group,gender,salary_avg
695,11,0,3,0,0,118.09813614437608
696,3,0,3,0,0,187.2326310891366
697,11,1,3,1,0,77.73682636782002
698,5,2,2,0,0,156.15953479311986
699,12,1,2,0,0,172.7492065931607
700,6,1,1,0,0,89.16583905874286
701,0,0,9,3,0,77.73682636782002
702,3,4,4,1,0,249.33775301859075
703,8,3,1,0,0,43.10818354904701
704,5,0,3,0,0,156.15953479311986
705,1,3,3,0,0,249.33775301859075
706,2,0,4,3,0,141.71828898488442
707,8,0,2,1,0,156.15953479311986
708,1,0,3,1,0,212.00749960243928
709,9,0,5,1,1,27.02080847004485
710,6,4,4,0,0,200.19851193256022
711,3,4,4,1,0,270.14982462478054
712,18,1,2,2,0,172.7492065931607
713,1,4,7,3,0,172.7492065931607
714,3,6,5,0,0,200.19851193256022
715,5,1,1,3,0,27.02080847004485
716,9,2,5,0,0,172.7492065931607
717,3,3,2,0,0,212.00749960243928
718,19,0,3,2,0,27.02080847004485
719,8,1,4,0,0,61.283233089426346
720,2,0,6,3,0,43.10818354904701
721,0,1,1,0,0,77.73682636782002
722,14,2,3,0,0,270.14982462478054
723,5,6,5,0,0,156.15953479311986
724,14,2,2,0,0,27.02080847004485
725,3,0,2,3,1,156.15953479311986
726,9,6,7,0,0,141.71828898488442
727,3,2,1,0,1,200.19851193256022
728,9,4,7,3,0,130.7087424308525
729,0,4,2,0,0,156.15953479311986
730,6,1,6,0,0,67.95421998648453
731,0,2,5,3,0,270.14982462478054
732,18,3,3,0,0,187.2326310891366
733,3,5,4,0,1,212.00749960243928
734,11,0,2,3,0,222.8988288144251
735,2,0,2,2,0,27.02080847004485
736,4,1,2,2,0,172.7492065931607
737,8,5,3,0,0,249.33775301859075
738,2,5,3,0,0,222.8988288144251
739,4,2,8,1,0,187.2326310891366
740,0,0,5,1,0,61.283233089426346
741,11,5,3,0,0,187.2326310891366
742,0,1,3,1,0,53.32961628929493
743,8,0,4,1,0,187.2326310891366
744,1,0,5,3,1,187.2326310891366
745,4,5,2,1,0,172.7492065931607
746,19,2,4,2,0,156.15953479311986
747,0,1,3,0,0,27.02080847004485
748,4,0,4,1,0,27.02080847004485
749,10,1,5,1,0,156.15953479311986
750,19,0,1,0,1,43.10818354904701
751,2,1,2,2,0,141.71828898488442
752,18,3,0,0,0,172.7492065931607
753,6,4,2,0,0,130.7087424308525
754,9,3,3,1,0,156.15953479311986
755,18,0,4,2,0,27.02080847004485
756,7,3,8,2,0,200.19851193256022
757,6,5,5,0,0,141.71828898488442
758,3,1,4,3,0,156.15953479311986
759,18,4,2,0,1,53.32961628929493
760,4,1,6,2,0,233.04048883648673
761,0,5,4,3,0,212.00749960243928
762,3,2,7,1,0,270.14982462478054
763,8,1,2,2,0,89.16583905874286
764,0,1,5,0,1,27.02080847004485
765,3,5,4,2,0,187.2326310891366
766,2,6,6,3,0,130.7087424308525
767,2,1,2,0,0,141.71828898488442
768,4,5,9,0,0,187.2326310891366
769,3,4,9,0,0,270.14982462478054
770,7,1,6,2,0,212.00749960243928
771,4,4,3,0,0,212.00749960243928
772,4,7,3,0,0,43.10818354904701
773,0,3,1,1,0,27.02080847004485
774,14,0,3,0,0,187.2326310891366
775,7,4,4,0,0,200.19851193256022
776,7,6,4,0,0,233.04048883648673
777,5,1,6,1,0,187.2326310891366
778,2,5,6,0,0,212.00749960243928
779,8,0,3,0,0,103.06289000048194
780,1,2,6,0,1,212.00749960243928
781,2,0,6,1,0,156.15953479311986
782,12,2,6,3,0,249.33775301859075
783,0,2,2,2,0,61.283233089426346
784,0,1,0,2,0,61.283233089426346
785,1,0,1,2,0,103.06289000048194
786,5,7,6,3,0,222.8988288144251
787,1,1,3,0,1,172.7492065931607
788,16,5,5,0,0,172.7492065931607
789,5,1,1,0,0,187.2326310891366
790,1,2,4,2,0,187.2326310891366
791,0,3,2,1,0,118.09813614437608
792,3,1,1,0,0,187.2326310891366
793,16,4,3,0,0,187.2326310891366
794,5,1,6,2,0,156.15953479311986
795,9,5,3,0,0,172.7492065931607
796,0,1,3,1,0,187.2326310891366
797,2,2,4,1,0,53.32961628929493
798,0,0,3,0,0,89.16583905874286
799,2,6,7,2,0,187.2326310891366
800,5,2,2,0,0,141.71828898488442
801,4,3,2,0,0,187.2326310891366
802,1,1,2,1,1,27.02080847004485
803,6,0,2,3,1,118.09813614437608
804,9,0,2,0,0,141.71828898488442
805,6,0,5,1,0,172.7492065931607
806,7,4,3,3,0,187.2326310891366
807,8,2,7,0,0,141.71828898488442
808,0,2,3,0,0,43.10818354904701
809,3,3,2,1,0,172.7492065931607
810,14,3,2,0,0,43.10818354904701
811,6,1,5,2,0,67.95421998648453
812,14,2,7,2,0,53.32961628929493
813,2,7,7,0,0,187.2326310891366
814,4,3,3,0,1,172.7492065931607
815,9,0,7,2,0,27.02080847004485
816,15,5,7,0,0,156.15953479311986
817,1,1,7,0,0,172.7492065931607
818,10,5,3,0,1,212.00749960243928
819,1,3,4,0,0,222.8988288144251
820,3,1,2,1,1,187.2326310891366
821,10,2,7,3,0,222.8988288144251
822,0,0,4,0,0,103.06289000048194
823,3,2,4,0,0,187.2326310891366
824,4,3,2,0,0,187.2326310891366
825,0,1,4,0,0,43.10818354904701
826,14,5,2,0,0,172.7492065931607
827,1,2,9,3,0,249.33775301859075
828,6,1,6,2,0,43.10818354904701
829,1,2,3,0,2,212.00749960243928
830,4,5,7,0,0,233.04048883648673
831,15,3,2,1,0,130.7087424308525
832,6,1,2,2,0,27.02080847004485
833,13,1,3,0,1,27.02080847004485
834,1,2,1,0,0,172.7492065931607
835,6,0,2,2,1,89.16583905874286
836,1,0,3,3,0,249.33775301859075
837,0,2,1,0,0,130.7087424308525
838,1,1,5,0,1,200.19851193256022
839,8,0,0,0,0,27.02080847004485
840,9,0,2,2,1,118.09813614437608
841,1,0,4,2,1,212.00749960243928
842,2,5,3,0,0,156.15953479311986
843,0,0,2,1,0,27.02080847004485
844,8,0,5,1,0,156.15953479311986
845,3,4,5,0,0,212.00749960243928
846,0,2,2,2,0,53.32961628929493
847,3,4,9,0,0,249.33775301859075
848,2,2,3,2,0,172.7492065931607
849,13,2,4,0,0,212.00749960243928
850,6,4,3,1,0,53.32961628929493
851,6,4,4,1,0,156.15953479311986
852,2,2,6,1,0,222.8988288144251
853,0,1,3,1,0,156.15953479311986
854,7,0,3,0,0,43.10818354904701
855,0,3,2,1,0,53.32961628929493
856,0,2,3,1,0,43.10818354904701
857,2,0,1,3,0,103.06289000048194
858,0,0,2,2,1,27.02080847004485
859,2,5,3,0,0,187.2326310891366
860,4,5,5,0,1,249.33775301859075
861,0,0,2,3,0,27.02080847004485
862,0,1,5,1,0,156.15953479311986
863,5,3,2,0,0,118.09813614437608
864,11,1,1,0,0,27.02080847004485
865,2,1,6,2,0,172.7492065931607
866,4,0,7,1,0,212.00749960243928
867,5,1,5,0,0,130.7087424308525
868,1,2,0,0,0,172.7492065931607
869,0,3,2,0,0,61.283233089426346
870,1,0,1,0,0,141.71828898488442
871,10,0,4,1,0,222.8988288144251
872,9,3,4,1,1,118.09813614437608
873,3,6,4,0,1,27.02080847004485
874,10,6,4,0,0,53.32961628929493
875,3,2,1,0,0,187.2326310891366
876,3,1,7,1,0,187.2326310891366
877,1,0,8,1,0,130.7087424308525
878,0,5,3,2,0,156.15953479311986
879,8,4,9,0,0,43.10818354904701
880,14,5,2,0,0,200.19851193256022
881,0,0,3,0,1,61.283233089426346
882,1,0,2,2,0,187.2326310891366
883,1,1,3,0,0,200.19851193256022
884,1,2,5,2,1,187.2326310891366
885,11,5,4,0,0,172.7492065931607
886,6,5,5,2,0,200.19851193256022
887,5,1,2,2,0,156.15953479311986
888,1,3,2,1,0,222.8988288144251
889,0,2,7,2,0,156.15953479311986
890,5,2,6,2,0,200.19851193256022
891,4,4,6,1,0,233.04048883648673
892,15,1,5,1,0,187.2326310891366
893,12,0,5,3,0,212.00749960243928
894,1,4,4,1,0,187.2326310891366
895,8,2,4,1,0,249.33775301859075
896,6,1,3,0,1,141.71828898488442
897,16,5,4,0,0,103.06289000048194
898,9,2,2,3,1,43.10818354904701
899,12,1,2,0,0,156.15953479311986
900,4,2,3,0,0,187.2326310891366
901,10,5,4,0,0,187.2326310891366
902,5,2,7,3,0,156.15953479311986
903,5,2,2,0,0,141.71828898488442
904,5,0,5,2,0,222.8988288144251
905,3,6,4,0,1,200.19851193256022
906,1,1,5,1,0,130.7087424308525
907,0,1,9,3,0,61.283233089426346
908,4,4,4,0,0,212.00749960243928
909,10,5,3,0,0,249.33775301859075
910,1,4,3,2,0,200.19851193256022
911,5,6,4,0,1,172.7492065931607
912,1,1,2,2,0,200.19851193256022
913,6,5,3,1,0,200.19851193256022
914,2,1,3,0,0,130.7087424308525
915,8,1,3,0,0,156.15953479311986
916,8,0,3,3,0,156.15953479311986
917,1,5,4,0,0,212.00749960243928
918,5,0,3,2,0,130.7087424308525
919,11,0,4,1,0,187.2326310891366
920,1,3,9,0,0,249.33775301859075
921,1,0,3,2,0,200.19851193256022
922,1,1,7,3,0,270.14982462478054
923,0,1,1,2,1,27.02080847004485
924,2,1,1,0,0,187.2326310891366
925,13,2,7,1,1,172.7492065931607
926,5,2,5,3,0,53.32961628929493
927,8,0,3,1,0,118.09813614437608
928,1,0,2,0,0,89.16583905874286
929,0,0,2,1,0,27.02080847004485
930,2,2,2,0,0,156.15953479311986
931,0,2,2,0,0,141.71828898488442
932,4,0,5,2,0,187.2326310891366
933,14,4,5,2,0,212.00749960243928
934,8,1,2,0,0,130.7087424308525
935,0,0,0,0,0,27.02080847004485
936,3,0,0,1,0,77.73682636782002
937,2,0,6,2,0,27.02080847004485
938,4,4,7,1,0,172.7492065931607
939,4,4,5,0,1,141.71828898488442
940,2,0,7,1,0,172.7492065931607
941,5,0,9,0,0,222.8988288144251
942,8,2,1,1,0,187.2326310891366
943,1,0,3,1,0,118.09813614437608
944,1,7,9,0,0,222.8988288144251
945,18,5,8,2,0,156.15953479311986
946,7,0,8,0,0,156.15953479311986
947,1,5,5,1,0,233.04048883648673
948,6,5,9,0,0,172.7492065931607
949,8,4,2,0,0,212.00749960243928
950,1,0,6,1,1,118.09813614437608
951,7,3,8,3,0,212.00749960243928
952,14,0,7,2,1,249.33775301859075
953,10,0,6,0,0,103.06289000048194
954,1,2,6,0,0,172.7492065931607
955,1,5,3,0,0,249.33775301859075
956,8,1,0,0,0,27.02080847004485
957,6,0,4,2,0,43.10818354904701
958,1,5,2,1,1,270.14982462478054
959,4,2,6,1,1,212.00749960243928
960,4,7,7,0,0,270.14982462478054
961,1,1,3,0,0,200.19851193256022
962,1,0,1,0,0,156.15953479311986
963,4,0,5,0,1,27.02080847004485
964,0,4,7,1,0,27.02080847004485
965,7,1,3,1,0,187.2326310891366
966,2,0,6,2,2,172.7492065931607
967,7,3,9,2,0,103.06289000048194
968,2,0,3,2,1,156.15953479311986
969,3,3,2,0,0,212.00749960243928
970,3,2,3,0,0,187.2326310891366
971,4,3,3,0,0,200.19851193256022
972,2,4,3,0,0,212.00749960243928
973,4,0,3,3,0,156.15953479311986
974,16,0,0,1,0,103.06289000048194
975,9,0,4,0,1,77.73682636782002
976,14,0,8,2,0,200.19851193256022
977,13,3,6,0,0,27.02080847004485
978,4,6,7,0,1,187.2326310891366
979,7,0,2,2,1,187.2326310891366
980,0,0,1,1,0,43.10818354904701
981,4,2,2,0,0,118.09813614437608
982,10,2,5,0,1,27.02080847004485
983,2,5,3,0,0,212.00749960243928
984,10,2,2,3,1,43.10818354904701
985,1,1,4,2,1,141.71828898488442
986,0,1,3,1,0,141.71828898488442
987,3,1,3,0,0,172.7492065931607
988,2,6,7,1,0,156.15953479311986
989,0,2,3,0,0,130.7087424308525
990,3,1,4,1,1,249.33775301859075
991,18,1,8,1,0,156.15953479311986
992,11,1,3,2,0,212.00749960243928
993,9,2,4,0,0,118.09813614437608
994,13,3,2,0,0,270.14982462478054
995,0,4,2,1,0,61.283233089426346
996,2,1,3,3,0,156.15953479311986
997,0,0,4,0,0,141.71828898488442
998,4,2,2,0,0,67.95421998648453
999,12,1,0,1,1,27.02080847004485
1000,1,0,2,2,0,172.7492065931607
1001,5,7,9,0,0,233.04048883648673
1002,9,5,5,0,0,172.7492065931607
1003,4,2,2,0,1,187.2326310891366
1004,0,3,3,1,0,141.71828898488442
1005,1,4,2,0,0,172.7492065931607
1006,4,1,7,3,0,233.04048883648673
1007,7,2,2,2,0,200.19851193256022
1008,19,0,0,1,0,77.73682636782002
1009,5,0,4,1,0,233.04048883648673
1010,7,0,4,1,1,27.02080847004485
1011,3,4,6,1,0,249.33775301859075
1012,19,3,5,2,0,103.06289000048194
1013,0,4,6,2,0,43.10818354904701
1014,0,1,5,0,0,103.06289000048194
1015,1,0,4,0,1,200.19851193256022
1016,1,1,2,0,1,141.71828898488442
1017,4,5,6,2,0,172.7492065931607
1018,1,1,2,0,0,172.7492065931607
1019,0,1,2,1,0,53.32961628929493
1020,0,6,3,0,0,156.15953479311986
1021,1,2,8,2,1,156.15953479311986
1022,6,0,1,1,1,43.10818354904701
1023,13,0,4,2,0,270.14982462478054
1024,1,1,5,2,0,53.32961628929493
1025,16,0,5,2,0,156.15953479311986
1026,0,1,7,0,0,89.16583905874286
1027,7,6,4,0,1,77.73682636782002
1028,2,1,4,1,0,200.19851193256022
1029,0,0,3,2,0,187.2326310891366
1030,6,0,1,1,0,27.02080847004485
1031,0,1,3,2,0,43.10818354904701
1032,8,0,0,0,0,27.02080847004485
1033,2,5,9,0,0,187.2326310891366
1034,5,1,0,0,0,89.16583905874286
1035,5,1,3,3,0,27.02080847004485
1036,4,3,2,0,0,187.2326310891366
1037,8,1,3,1,1,61.283233089426346
1038,3,1,3,1,0,27.02080847004485
1039,1,3,6,0,0,130.7087424308525
1040,3,0,4,3,0,200.19851193256022
1041,8,1,0,1,0,27.02080847004485
1042,1,0,2,2,1,187.2326310891366
1043,12,1,5,2,0,187.2326310891366
1044,3,0,2,1,0,27.02080847004485
1045,15,2,1,0,1,156.15953479311986
1046,2,4,4,0,0,187.2326310891366
1047,5,1,1,1,0,43.10818354904701
1048,4,5,5,3,0,270.14982462478054
1049,0,0,3,1,0,43.10818354904701
1050,2,1,7,0,1,61.283233089426346
1051,1,2,2,1,0,200.19851193256022
1052,0,0,3,3,0,118.09813614437608
1053,13,0,4,2,1,77.73682636782002
1054,5,0,6,1,0,141.71828898488442
1055,3,0,9,3,0,270.14982462478054
1056,5,1,1,2,0,27.02080847004485
1057,6,5,4,0,0,172.7492065931607
1058,4,6,4,0,1,200.19851193256022
1059,1,0,0,3,0,27.02080847004485
1060,2,6,5,3,0,27.02080847004485
1061,10,1,1,0,0,27.02080847004485
1062,6,0,8,1,0,187.2326310891366
1063,9,4,2,0,0,187.2326310891366
1064,9,0,1,2,0,103.06289000048194
1065,1,1,4,0,0,172.7492065931607
1066,10,0,2,2,0,130.7087424308525
1067,10,0,5,2,0,118.09813614437608
1068,12,0,8,3,0,27.02080847004485
1069,0,1,1,1,0,89.16583905874286
1070,3,5,3,0,0,187.2326310891366
1071,11,0,5,2,0,222.8988288144251
1072,13,2,8,3,0,233.04048883648673
1073,2,2,6,2,0,172.7492065931607
1074,0,0,2,2,0,141.71828898488442
1075,4,1,2,0,0,43.10818354904701
1076,2,3,6,2,0,187.2326310891366
1077,4,2,0,1,0,103.06289000048194
1078,12,4,7,2,0,249.33775301859075
1079,0,0,2,1,0,27.02080847004485
1080,5,4,2,0,0,156.15953479311986
1081,1,0,4,3,0,187.2326310891366
1082,6,2,1,1,0,141.71828898488442
1083,3,0,2,0,0,172.7492065931607
1084,2,5,6,0,0,187.2326310891366
1085,0,0,4,0,0,118.09813614437608
1086,11,5,3,1,0,249.33775301859075
1087,2,0,6,2,0,141.71828898488442
1088,2,2,6,1,0,200.19851193256022
1089,1,6,7,0,0,222.8988288144251
1090,6,2,0,0,0,103.06289000048194
1091,3,0,3,2,0,233.04048883648673
1092,0,2,7,0,0,118.09813614437608
1093,5,1,7,3,0,156.15953479311986
1094,0,5,2,0,0,103.06289000048194
1095,0,1,6,1,0,156.15953479311986
1096,11,2,4,1,0,249.33775301859075
1097,16,5,3,1,2,249.33775301859075
1098,0,5,2,1,0,222.8988288144251
1099,3,0,5,0,0,222.8988288144251
1100,0,0,4,2,0,187.2326310891366
1101,15,3,4,0,1,200.19851193256022
1102,4,0,3,1,0,141.71828898488442
1103,0,0,2,0,0,27.02080847004485
1104,8,0,5,2,0,118.09813614437608
1105,3,0,4,2,0,233.04048883648673
1106,3,2,2,1,0,200.19851193256022
1107,4,0,3,3,1,27.02080847004485
1108,4,1,8,3,0,156.15953479311986
1109,2,7,5,3,1,249.33775301859075
1110,0,2,3,0,0,130.7087424308525
1111,7,4,3,0,2,212.00749960243928
1112,17,4,8,0,0,187.2326310891366
1113,17,0,4,0,0,222.8988288144251
1114,3,3,3,1,0,53.32961628929493
1115,12,2,9,2,0,172.7492065931607
1116,0,0,3,2,1,89.16583905874286
1117,4,1,4,1,0,233.04048883648673
1118,4,2,2,1,0,222.8988288144251
1119,2,5,4,1,0,249.33775301859075
1120,1,5,5,0,0,156.15953479311986
1121,0,5,3,2,1,233.04048883648673
1122,1,0,3,2,0,187.2326310891366
1123,6,0,5,0,0,156.15953479311986
1124,4,0,6,2,1,187.2326310891366
1125,15,6,5,1,0,27.02080847004485
1126,16,5,4,1,0,130.7087424308525
1127,1,2,4,0,0,212.00749960243928
1128,12,2,6,2,1,233.04048883648673
1129,2,6,7,0,0,53.32961628929493
1130,7,4,3,0,0,222.8988288144251
1131,8,3,3,0,0,200.19851193256022
1132,5,2,4,2,0,172.7492065931607
1133,14,1,2,0,0,141.71828898488442
1134,6,4,4,0,0,172.7492065931607
1135,1,0,4,2,0,233.04048883648673
1136,0,0,2,3,0,118.09813614437608
1137,0,1,1,2,1,27.02080847004485
1138,3,3,2,0,1,212.00749960243928
1139,10,2,5,1,0,156.15953479311986
1140,5,2,4,0,0,156.15953479311986
1141,6,0,3,3,0,130.7087424308525
1142,0,3,3,1,0,156.15953479311986
1143,13,5,5,0,0,249.33775301859075
1144,3,5,5,0,0,249.33775301859075
1145,2,0,6,2,0,212.00749960243928
1146,3,2,5,1,0,270.14982462478054
1147,9,5,5,0,0,222.8988288144251
1148,0,1,2,0,0,53.32961628929493
1149,1,5,4,0,0,212.00749960243928
1150,0,1,2,3,0,103.06289000048194
1151,4,0,3,3,0,156.15953479311986
1152,8,2,5,2,0,156.15953479311986
1153,5,5,3,0,0,130.7087424308525
1154,3,0,4,2,0,233.04048883648673
1155,2,1,1,0,0,141.71828898488442
1156,15,6,4,0,0,118.09813614437608
1157,0,0,2,2,0,43.10818354904701
1158,4,4,6,0,0,249.33775301859075
1159,2,1,2,0,0,130.7087424308525
1160,10,1,3,2,0,130.7087424308525
1161,2,1,7,2,0,130.7087424308525
1162,3,2,4,0,1,53.32961628929493
1163,8,1,1,1,0,53.32961628929493
1164,1,1,4,0,0,187.2326310891366
1165,17,5,4,0,0,27.02080847004485
1166,7,0,6,1,0,249.33775301859075
1167,5,5,3,0,0,130.7087424308525
1168,5,4,3,0,0,141.71828898488442
1169,9,4,4,0,0,172.7492065931607
1170,7,0,6,2,0,61.283233089426346
1171,3,4,6,3,0,249.33775301859075
1172,4,2,2,0,0,172.7492065931607
1173,5,4,3,0,0,200.19851193256022
1174,3,2,7,0,0,270.14982462478054
1175,0,1,5,1,0,53.32961628929493
1176,0,1,3,2,0,61.283233089426346
1177,0,1,6,0,0,61.283233089426346
1178,1,1,4,2,0,187.2326310891366
1179,4,0,4,0,0,43.10818354904701
1180,5,6,5,1,0,141.71828898488442
1181,14,3,9,3,0,172.7492065931607
1182,8,0,3,2,0,156.15953479311986
1183,0,0,3,2,0,172.7492065931607
1184,5,0,2,0,0,141.71828898488442
1185,5,2,2,0,0,156.15953479311986
1186,0,1,2,3,0,156.15953479311986
1187,13,2,6,1,0,233.04048883648673
1188,16,3,2,1,2,187.2326310891366
1189,4,0,4,1,0,172.7492065931607
1190,0,1,6,1,0,53.32961628929493
1191,0,0,5,1,0,156.15953479311986
1192,6,0,6,2,0,43.10818354904701
1193,2,1,6,3,0,172.7492065931607
1194,2,1,8,2,2,212.00749960243928
1195,2,2,2,0,0,156.15953479311986
1196,3,0,4,0,0,187.2326310891366
1197,11,6,7,2,0,118.09813614437608
1198,1,0,0,0,0,156.15953479311986
1199,12,4,3,0,1,200.19851193256022
1200,0,1,3,0,0,53.32961628929493
1201,0,1,7,0,1,89.16583905874286
1202,10,3,2,0,0,187.2326310891366
1203,4,1,4,0,0,200.19851193256022
1204,0,0,2,0,1,27.02080847004485
1205,3,5,4,0,0,249.33775301859075
1206,5,3,9,3,0,233.04048883648673
1207,0,4,4,0,1,27.02080847004485
1208,7,4,6,0,0,187.2326310891366
1209,3,2,7,3,0,200.19851193256022
1210,3,1,3,1,1,118.09813614437608
1211,0,3,2,0,0,187.2326310891366
1212,0,1,4,1,0,103.06289000048194
1213,8,0,3,2,0,43.10818354904701
1214,15,2,5,0,0,141.71828898488442
1215,4,1,1,0,0,27.02080847004485
1216,9,0,3,0,0,130.7087424308525
1217,1,2,3,3,0,187.2326310891366
1218,5,2,7,0,0,156.15953479311986
1219,6,2,4,1,0,118.09813614437608
1220,4,4,2,1,0,212.00749960243928
1221,2,1,2,0,0,172.7492065931607
1222,2,2,5,1,0,187.2326310891366
1223,1,0,3,1,0,187.2326310891366
1224,4,5,7,0,0,172.7492065931607
1225,6,1,4,1,0,187.2326310891366
1226,3,4,8,1,1,187.2326310891366
1227,3,4,2,3,2,118.09813614437608
1228,0,2,6,1,0,27.02080847004485
1229,11,2,2,0,0,187.2326310891366
1230,15,1,4,1,1,27.02080847004485
1231,13,3,5,0,0,249.33775301859075
1232,14,0,8,3,0,130.7087424308525
1233,3,2,3,0,0,187.2326310891366
1234,3,1,4,2,0,77.73682636782002
1235,2,4,3,3,0,212.00749960243928
1236,2,3,3,2,0,187.2326310891366
1237,11,1,4,2,0,187.2326310891366
1238,11,0,7,2,0,222.8988288144251
1239,5,1,2,0,0,43.10818354904701
1240,5,4,2,0,0,141.71828898488442
1241,10,0,2,3,0,27.02080847004485
1242,6,1,1,1,0,141.71828898488442
1243,0,0,1,0,0,43.10818354904701
1244,0,0,0,1,0,27.02080847004485
1245,9,5,7,0,0,156.15953479311986
1246,5,1,2,1,0,141.71828898488442
1247,2,0,3,2,0,67.95421998648453
1248,14,4,8,3,0,67.95421998648453
1249,16,3,3,1,0,200.19851193256022
1250,0,0,2,0,0,61.283233089426346
1251,8,1,1,1,0,103.06289000048194
1252,12,1,6,3,0,222.8988288144251
1253,0,0,3,0,1,27.02080847004485
1254,1,5,3,0,0,249.33775301859075
1255,0,0,5,2,0,67.95421998648453
1256,3,4,3,0,0,233.04048883648673
1257,0,1,1,0,0,27.02080847004485
1258,3,0,3,0,1,156.15953479311986
1259,2,0,5,0,0,130.7087424308525
1260,2,5,8,1,0,212.00749960243928
1261,17,0,4,2,0,61.283233089426346
1262,3,2,4,1,0,222.8988288144251
1263,8,0,0,0,0,27.02080847004485
1264,11,4,2,0,0,222.8988288144251
1265,13,3,4,2,0,249.33775301859075
1266,1,0,7,2,1,187.2326310891366
1267,2,5,6,1,0,212.00749960243928
1268,0,0,1,1,0,27.02080847004485
1269,0,2,7,2,0,172.7492065931607
1270,2,6,4,1,0,233.04048883648673
1271,3,1,2,2,0,27.02080847004485
1272,7,4,4,1,0,249.33775301859075
1273,3,5,3,0,0,212.00749960243928
1274,4,5,2,1,0,172.7492065931607
1275,16,1,1,1,1,130.7087424308525
1276,0,0,2,2,0,103.06289000048194
1277,4,3,4,0,1,222.8988288144251
1278,7,0,5,3,0,172.7492065931607
1279,2,0,7,2,0,53.32961628929493
1280,1,7,4,0,0,222.8988288144251
1281,6,3,3,0,0,141.71828898488442
1282,3,0,3,0,1,187.2326310891366
1283,4,0,8,2,1,200.19851193256022
1284,5,5,5,0,0,187.2326310891366
1285,4,2,1,0,0,172.7492065931607
1286,5,2,2,1,0,43.10818354904701
1287,6,7,8,0,0,141.71828898488442
1288,3,3,3,3,1,187.2326310891366
1289,3,0,3,0,0,212.00749960243928
1290,9,1,8,2,0,156.15953479311986
1291,2,0,5,3,0,156.15953479311986
1292,4,1,4,1,0,130.7087424308525
1293,1,2,6,0,1,172.7492065931607
1294,5,2,4,2,0,156.15953479311986
1295,11,5,5,0,0,212.00749960243928
1296,1,1,6,2,0,270.14982462478054
1297,4,3,2,0,0,187.2326310891366
1298,2,0,7,2,0,172.7492065931607
1299,0,0,3,2,0,89.16583905874286
1300,0,4,5,2,0,200.19851193256022
1301,11,5,8,0,0,172.7492065931607
1302,1,0,6,1,0,233.04048883648673
1303,2,0,2,2,0,141.71828898488442
1304,1,1,2,1,0,187.2326310891366
1305,4,0,9,1,0,200.19851193256022
1306,2,4,8,0,0,61.283233089426346
1307,1,7,8,0,0,249.33775301859075
1308,18,0,1,2,0,43.10818354904701
1309,14,7,6,3,0,270.14982462478054
1310,2,2,6,3,0,27.02080847004485
1311,10,1,3,3,0,43.10818354904701
1312,1,2,4,2,0,222.8988288144251
1313,3,5,5,2,0,249.33775301859075
1314,4,5,8,1,0,77.73682636782002
1315,3,0,3,2,0,187.2326310891366
1316,0,0,3,2,1,43.10818354904701
1317,1,2,3,1,1,172.7492065931607
1318,8,2,2,0,0,27.02080847004485
1319,12,0,6,2,0,222.8988288144251
1320,6,5,3,0,0,187.2326310891366
1321,4,4,3,0,1,43.10818354904701
1322,8,0,4,2,0,172.7492065931607
1323,1,0,9,2,0,141.71828898488442
1324,6,2,8,2,0,103.06289000048194
1325,1,3,3,1,1,270.14982462478054
1326,2,0,8,1,0,156.15953479311986
1327,11,3,3,0,0,212.00749960243928
1328,5,0,4,1,0,141.71828898488442
1329,4,0,0,1,0,27.02080847004485
1330,3,5,5,0,0,249.33775301859075
1331,18,0,2,0,1,53.32961628929493
1332,0,1,0,0,0,27.02080847004485
1333,5,0,0,2,1,27.02080847004485
1334,4,1,2,0,2,156.15953479311986
1335,5,3,2,0,0,43.10818354904701
1336,19,4,6,2,0,156.15953479311986
1337,1,0,6,2,0,141.71828898488442
1338,10,2,3,2,0,27.02080847004485
1339,1,1,1,1,2,172.7492065931607
1340,6,4,3,0,0,141.71828898488442
1341,4,0,3,3,0,156.15953479311986
1342,4,6,5,0,0,200.19851193256022
1343,6,1,2,1,0,53.32961628929493
1344,3,1,4,0,0,233.04048883648673
1345,4,5,5,1,0,222.8988288144251
1346,11,3,9,0,0,27.02080847004485
1347,0,3,1,0,0,103.06289000048194
1348,10,0,8,2,0,249.33775301859075
1349,1,1,1,0,0,222.8988288144251
1350,3,0,8,3,0,270.14982462478054
1351,2,1,4,3,0,156.15953479311986
1352,3,2,2,1,0,172.7492065931607
1353,0,0,3,1,0,103.06289000048194
1354,0,0,3,1,0,187.2326310891366
1355,1,1,3,1,0,172.7492065931607
1356,4,5,5,2,1,249.33775301859075
1357,2,7,8,2,0,187.2326310891366
1358,0,0,5,0,0,187.2326310891366
1359,1,0,5,2,0,156.15953479311986
1360,11,4,7,3,0,249.33775301859075
1361,7,1,9,3,0,187.2326310891366
1362,3,4,2,3,0,222.8988288144251
1363,4,0,5,0,1,141.71828898488442
1364,10,2,3,0,1,103.06289000048194
1365,6,1,3,0,0,141.71828898488442
1366,0,5,6,2,0,249.33775301859075
1367,0,2,2,0,2,118.09813614437608
1368,0,2,5,0,0,249.33775301859075
1369,2,1,6,3,0,249.33775301859075
1370,5,5,4,0,0,222.8988288144251
1371,3,3,4,2,1,212.00749960243928
1372,3,7,9,0,0,27.02080847004485
1373,0,2,2,2,0,130.7087424308525
1374,4,1,2,2,1,43.10818354904701
